PHD2 version 2.6.14 [Windows], Log version 2.5. Log enabled at 2026-08-10 20:40:06
INFO: Guiding parameter change, MultiStar = true

Guiding Begins at 2026-08-10 22:18:22
Equipment Profile = SW4P_EVO
Dither = both axes, Dither scale = 1.000, Image noise reduction = 2x2 mean, Guide-frame time lapse = 0, Server enabled
Pixel scale = 2.91 arc-sec/px, Binning = 1, Focal length = 266 mm
Search region = 15 px, Star mass tolerance = 50.0%, Multi-star mode, list size = 12
 Camera = ZWO ASI120MM Mini (ASCOM), full size = 1280 x 960, have dark, dark dur = 1500, no defect map, pixel size = 3.8 um
Exposure = 1500 ms
Mount = GPUSB, connected, guiding enabled, AuxMount=CPWI_ASCOM_Telescope, xAngle = 154.7, xRate = 4.406, yAngle = -115.3, yRate = 5.100, parity = +/+
Norm rates RA = 13.9"/s @ dec 0, Dec = 14.8"/s; ortho.err. = 0.0 deg
X guide algorithm = Hysteresis, Hysteresis = 0.100, Aggression = 0.700, Minimum move = 0.130
Y guide algorithm = Resist Switch, Minimum move = 0.200 Aggression = 100% FastSwitch = enabled
Backlash comp = enabled, pulse = 1033 ms
Max RA duration = 2500, Max DEC duration = 2500, DEC guide mode = Auto
RA Guide Speed = 14.9 a-s/s, Dec Guide Speed = 14.9 a-s/s, Cal Dec = 0.0, Last Cal Issue = None, Timestamp = 15/07/2026 22:18:28
RA = 20.01 hr, Dec = 22.8 deg, Hour angle = -1.65 hr, Pier side = West, Rotator pos = N/A, Alt = 61.6 deg, Az = 126.0 deg
Lock position = 1264.014, 898.051, Star position = 1264.014, 898.051, HFD = 2.99 px
Frame,Time,mount,dx,dy,RARawDistance,DECRawDistance,RAGuideDistance,DECGuideDistance,RADuration,RADirection,DECDuration,DECDirection,XStep,YStep,StarMass,SNR,ErrorCode
5543,14094.824,"Mount",-0.235,-0.255,-0.103,0.331,0.000,0.000,0,,0,,,,663435,464.05,0
5544,14097.654,"Mount",0.082,-0.232,0.173,0.175,0.109,0.000,25,W,0,,,,662525,460.91,0
5545,14101.149,"Mount",-0.108,-0.191,-0.016,0.219,0.000,0.219,0,,1219,S,,,625646,405.58,0
5546,14103.571,"Mount",-0.063,-0.121,-0.005,0.136,0.000,0.000,0,,0,,,,633979,430.65,0
5547,14106.269,"Mount",-0.334,0.077,-0.335,0.073,-0.211,0.000,48,E,0,,,,604347,421.08,0
5548,14108.809,"Mount",-0.023,-0.298,0.106,0.279,0.000,0.279,0,,55,S,,,643656,432.31,0
5549,14111.427,"Mount",-0.038,-0.145,0.027,0.147,0.000,0.000,0,,0,,,,633594,399.96,0
5550,14114.069,"Mount",0.002,-0.263,0.114,0.237,0.000,0.237,0,,46,S,,,626021,399.14,0
5551,14116.511,"Mount",-0.127,-0.238,-0.013,0.269,0.000,0.269,0,,53,S,,,650114,442.90,0
5552,14118.914,"Mount",0.005,-0.023,0.014,0.018,0.000,0.000,0,,0,,,,603092,390.01,0
5553,14121.357,"Mount",0.119,-0.086,0.144,0.027,0.091,0.000,21,W,0,,,,650764,444.28,0
5554,14123.883,"Mount",-0.060,0.126,-0.108,-0.089,0.000,0.000,0,,0,,,,640636,463.65,0
5555,14126.638,"Mount",-0.226,0.081,-0.239,0.023,-0.151,0.000,34,E,0,,,,650557,443.58,0
INFO: SET LOCK POSITION, new lock pos = 56.608, 790.718
INFO: DITHER by 1.115, -1.076, new lock pos = 58.076, 791.213
INFO: SETTLING STATE CHANGE, Settling started
5556,14130.843,"Mount",-1.468,-0.496,-1.115,1.076,-1.115,1.076,253,E,211,S,,,608228,434.87,0
5557,14133.557,"Mount",0.828,0.114,0.700,-0.457,0.441,0.000,100,W,0,,,,636988,445.55,0
5558,14136.342,"Mount",0.421,0.200,0.295,-0.361,0.217,0.000,49,W,0,,,,624432,381.33,0
5559,14140.150,"Mount",-0.120,0.279,-0.227,-0.201,-0.128,-0.201,29,E,1215,N,,,654805,460.56,0
5560,14142.329,"Mount",0.132,-0.021,0.128,-0.037,0.000,0.000,0,,0,,,,608057,429.74,0
INFO: SETTLING STATE CHANGE, Settling complete
5561,14144.887,"Mount",-0.210,0.009,-0.193,0.082,-0.122,0.000,28,E,0,,,,628540,451.76,0
5562,14147.325,"Mount",-0.320,0.099,-0.331,0.047,-0.217,0.000,49,E,0,,,,633658,390.32,0
5563,14149.722,"Mount",0.077,0.076,0.037,-0.102,0.000,0.000,0,,0,,,,616618,413.22,0
5564,14152.001,"Mount",0.048,-0.050,0.065,0.025,0.000,0.000,0,,0,,,,620622,423.87,0
5565,14154.466,"Mount",-0.128,-0.086,-0.079,0.133,0.000,0.000,0,,0,,,,653489,426.42,0
5566,14156.994,"Mount",-0.243,0.035,-0.235,0.072,-0.148,0.000,34,E,0,,,,618312,426.50,0
5567,14159.373,"Mount",-0.027,-0.106,0.021,0.107,0.000,0.000,0,,0,,,,649825,453.72,0
5568,14161.906,"Mount",0.380,-0.349,0.493,0.153,0.311,0.000,70,W,0,,,,629046,425.22,0
5569,14164.495,"Mount",0.680,-0.259,0.725,-0.057,0.479,0.000,109,W,0,,,,612650,422.45,0
5570,14166.901,"Mount",0.361,-0.192,0.408,0.019,0.291,0.000,66,W,0,,,,594315,403.23,0
5571,14169.426,"Mount",-0.195,0.038,-0.193,0.049,-0.101,0.000,23,E,0,,,,637200,432.64,0
5572,14171.710,"Mount",-0.045,-0.059,-0.015,0.073,0.000,0.000,0,,0,,,,652081,446.40,0
5573,14174.428,"Mount",-0.011,-0.284,0.111,0.261,0.000,0.000,0,,0,,,,613490,402.44,0
5574,14177.014,"Mount",0.093,-0.170,0.157,0.114,0.099,0.000,22,W,0,,,,608454,420.07,0
5575,14179.358,"Mount",-0.003,-0.301,0.126,0.273,0.000,0.000,0,,0,,,,634507,441.98,0
5576,14181.718,"Mount",-0.031,-0.121,0.024,0.123,0.000,0.000,0,,0,,,,613023,449.74,0
5577,14184.384,"Mount",0.268,-0.347,0.391,0.199,0.246,0.000,56,W,0,,,,645458,410.08,0
5578,14186.796,"Mount",-0.024,-0.122,0.030,0.121,0.000,0.000,0,,0,,,,595188,412.17,0
5579,14190.670,"Mount",-0.217,-0.278,-0.078,0.344,0.000,0.344,0,,1244,S,,,623388,423.06,0
5580,14193.321,"Mount",-0.445,-0.163,-0.332,0.337,-0.209,0.337,48,E,66,S,,,633130,409.55,0
5581,14196.265,"Mount",0.012,-0.396,0.180,0.353,0.099,0.353,22,W,69,S,,,641585,423.90,0
5582,14198.630,"Mount",0.138,-0.015,0.131,-0.045,0.090,0.000,20,W,0,,,,626356,445.80,0
5583,14201.046,"Mount",0.108,0.310,-0.035,-0.327,0.000,0.000,0,,0,,,,657952,428.36,0
5584,14203.378,"Mount",0.170,0.228,0.056,-0.279,0.000,0.000,0,,0,,,,637677,426.39,0
5585,14206.260,"Mount",0.347,0.118,0.264,-0.255,0.166,0.000,38,W,0,,,,590508,386.98,0
5586,14208.535,"Mount",-0.039,0.002,-0.036,0.015,0.000,0.000,0,,0,,,,649572,452.38,0
5587,14211.421,"Mount",-0.537,-0.206,-0.398,0.415,-0.251,0.415,57,E,81,S,,,627865,438.25,0
5588,14213.914,"Mount",-0.987,0.397,-1.062,0.063,-0.687,0.000,156,E,0,,,,610334,414.25,0
5589,14216.802,"Mount",-0.109,0.466,-0.297,-0.375,-0.235,0.000,53,E,0,,,,626340,435.75,0
5590,14220.561,"Mount",-0.069,0.511,-0.281,-0.433,-0.194,-0.433,44,E,1262,N,,,610805,424.79,0
5591,14223.061,"Mount",0.058,-0.128,0.107,0.091,0.000,0.000,0,,0,,,,616852,419.92,0
5592,14225.615,"Mount",0.796,-0.188,0.800,-0.170,0.504,0.000,114,W,0,,,,615072,400.57,0
5593,14228.179,"Mount",0.577,-0.360,0.676,0.079,0.461,0.000,105,W,0,,,,607920,407.55,0
5594,14230.712,"Mount",0.652,-0.413,0.766,0.094,0.515,0.000,117,W,0,,,,667835,406.90,0
5595,14233.234,"Mount",0.003,0.165,-0.068,-0.150,0.000,0.000,0,,0,,,,615029,434.46,0
5596,14235.854,"Mount",-0.012,0.249,-0.117,-0.220,0.000,-0.220,0,,43,N,,,642476,416.38,0
5597,14238.502,"Mount",-0.332,0.271,-0.416,-0.103,-0.262,0.000,59,E,0,,,,601089,429.89,0
5598,14240.871,"Mount",-0.342,0.237,-0.411,-0.068,-0.277,0.000,63,E,0,,,,603389,407.04,0
5599,14243.215,"Mount",0.042,-0.069,0.068,0.045,0.000,0.000,0,,0,,,,600808,392.89,0
5600,14245.573,"Mount",-0.211,-0.023,-0.181,0.111,-0.114,0.000,26,E,0,,,,594856,401.72,0
5601,14247.988,"Mount",0.033,0.145,-0.032,-0.145,0.000,0.000,0,,0,,,,625841,409.83,0
5602,14250.321,"Mount",-0.165,-0.110,-0.102,0.170,0.000,0.000,0,,0,,,,632602,436.09,0
5603,14252.808,"Mount",-0.046,-0.034,-0.027,0.050,0.000,0.000,0,,0,,,,620300,425.89,0
5604,14255.230,"Mount",-0.466,0.373,-0.581,-0.138,-0.366,0.000,83,E,0,,,,612151,392.03,0
5605,14257.760,"Mount",-0.292,0.257,-0.374,-0.107,-0.261,0.000,59,E,0,,,,632539,400.91,0
5606,14260.285,"Mount",-0.515,0.202,-0.552,0.038,-0.366,0.000,83,E,0,,,,652886,468.94,0
5607,14262.832,"Mount",0.432,-0.271,0.507,0.061,0.294,0.000,67,W,0,,,,648026,431.01,0
5608,14265.181,"Mount",0.105,-0.260,0.207,0.190,0.151,0.000,34,W,0,,,,614270,414.56,0
5609,14267.807,"Mount",-0.700,0.188,-0.713,0.129,-0.439,0.000,100,E,0,,,,608630,419.78,0
5610,14270.031,"Mount",-0.042,-0.199,0.047,0.198,0.000,0.000,0,,0,,,,638244,441.96,0
5611,14272.734,"Mount",-0.410,-0.362,-0.216,0.503,-0.136,0.000,31,E,0,,,,650785,454.92,0
5612,14275.143,"Mount",0.099,-0.324,0.228,0.251,0.134,0.000,30,W,0,,,,595402,423.12,0
5613,14279.014,"Mount",-0.512,-0.087,-0.426,0.297,-0.259,0.297,59,E,1235,S,,,605372,425.87,0
5614,14281.312,"Mount",-0.195,-0.052,-0.154,0.130,-0.115,0.000,26,E,0,,,,614001,404.24,0
5615,14283.846,"Mount",-0.057,-0.389,0.115,0.376,0.000,0.376,0,,74,S,,,635736,446.77,0
5616,14286.484,"Mount",-0.069,-0.235,0.038,0.242,0.000,0.242,0,,47,S,,,620420,424.97,0
5617,14289.495,"Mount",0.182,-0.405,0.338,0.288,0.213,0.288,48,W,57,S,,,645225,413.84,0
5618,14291.923,"Mount",-0.048,-0.196,0.041,0.198,0.000,0.000,0,,0,,,,577818,400.31,0
5619,14294.551,"Mount",0.232,-0.041,0.227,-0.062,0.143,0.000,32,W,0,,,,595316,372.17,0
5620,14297.072,"Mount",-0.067,-0.317,0.075,0.315,0.000,0.315,0,,62,S,,,591177,394.45,0
5621,14299.828,"Mount",-0.923,0.334,-0.978,0.093,-0.616,0.000,140,E,0,,,,641972,434.03,0
5622,14302.176,"Mount",0.047,0.141,-0.017,-0.148,0.000,0.000,0,,0,,,,652367,390.45,0
5623,14304.737,"Mount",0.094,0.010,0.080,-0.049,0.000,0.000,0,,0,,,,661376,403.94,0
5624,14307.412,"Mount",0.446,0.231,0.305,-0.399,0.192,0.000,44,W,0,,,,669398,467.41,0
5625,14309.910,"Mount",0.131,-0.055,0.142,-0.006,0.103,0.000,23,W,0,,,,621721,444.23,0
5626,14312.290,"Mount",0.017,-0.154,0.082,0.132,0.000,0.000,0,,0,,,,609770,441.70,0
5627,14314.885,"Mount",0.405,-0.323,0.504,0.119,0.318,0.000,72,W,0,,,,629616,442.89,0
5628,14317.283,"Mount",0.306,-0.141,0.337,-0.004,0.235,0.000,53,W,0,,,,598568,411.55,0
5629,14319.686,"Mount",-0.049,0.031,-0.058,-0.006,0.000,0.000,0,,0,,,,631644,432.83,0
5630,14322.459,"Mount",-0.311,-0.225,-0.185,0.336,-0.117,0.336,26,E,66,S,,,642456,441.48,0
5631,14324.868,"Mount",-0.007,-0.084,0.029,0.079,0.000,0.000,0,,0,,,,640495,408.26,0
5632,14327.500,"Mount",0.044,-0.265,0.154,0.221,0.097,0.221,22,W,43,S,,,663689,462.57,0
5633,14330.046,"Mount",0.249,0.110,0.178,-0.206,0.119,0.000,27,W,0,,,,653770,441.04,0
5634,14332.396,"Mount",0.056,0.378,-0.111,-0.365,0.000,0.000,0,,0,,,,625716,452.23,0
5635,14335.090,"Mount",0.433,0.402,0.220,-0.549,0.139,0.000,31,W,0,,,,641322,421.15,0
5636,14337.372,"Mount",0.035,0.288,-0.092,-0.276,0.000,0.000,0,,0,,,,625147,397.23,0
5637,14341.269,"Mount",-0.015,0.341,-0.159,-0.302,-0.100,-0.302,23,E,1240,N,,,685019,462.91,0
5638,14343.909,"Mount",-0.101,0.458,-0.287,-0.371,-0.188,-0.371,43,E,73,N,,,614585,428.73,0
5639,14346.338,"Mount",0.002,0.055,-0.021,-0.051,0.000,0.000,0,,0,,,,651009,430.47,0
5640,14348.705,"Mount",0.083,0.138,0.016,-0.160,0.000,0.000,0,,0,,,,638348,432.56,0
5641,14351.187,"Mount",-0.036,0.199,-0.118,-0.165,0.000,0.000,0,,0,,,,585965,385.81,0
5642,14353.548,"Mount",-0.024,0.027,-0.034,-0.014,0.000,0.000,0,,0,,,,641388,429.63,0
5643,14356.090,"Mount",0.006,-0.005,0.008,0.002,0.000,0.000,0,,0,,,,620015,413.44,0
5644,14358.552,"Mount",-0.140,-0.152,-0.062,0.197,0.000,0.000,0,,0,,,,614594,426.69,0
5645,14361.014,"Mount",-0.130,0.012,-0.123,0.044,0.000,0.000,0,,0,,,,626122,412.59,0
5646,14363.593,"Mount",-0.230,0.115,-0.258,-0.006,-0.162,0.000,37,E,0,,,,626337,401.20,0
5647,14365.983,"Mount",-0.006,0.056,-0.029,-0.048,0.000,0.000,0,,0,,,,601584,426.48,0
5648,14368.605,"Mount",-0.927,0.115,-0.887,0.292,-0.559,0.000,127,E,0,,,,630662,437.75,0
5649,14370.973,"Mount",-0.059,-0.054,-0.030,0.074,0.000,0.000,0,,0,,,,604362,408.50,0
5650,14373.334,"Mount",-0.144,-0.212,-0.039,0.253,0.000,0.000,0,,0,,,,632435,425.68,0
5651,14375.926,"Mount",0.476,-0.296,0.556,0.064,0.351,0.000,80,W,0,,,,622154,404.07,0
5652,14378.323,"Mount",0.259,-0.086,0.271,-0.033,0.195,0.000,44,W,0,,,,576150,369.33,0
5653,14380.877,"Mount",0.147,-0.076,0.166,0.006,0.118,0.000,27,W,0,,,,581829,397.55,0
5654,14383.324,"Mount",-0.006,0.004,-0.007,-0.002,0.000,0.000,0,,0,,,,585055,439.86,0
5655,14386.061,"Mount",-0.119,0.360,-0.261,-0.274,-0.164,0.000,37,E,0,,,,667754,430.06,0
5656,14388.452,"Mount",-0.170,-0.049,-0.133,0.117,-0.095,0.000,22,E,0,,,,586494,396.58,0
5657,14390.879,"Mount",-0.136,-0.339,0.022,0.365,0.000,0.000,0,,0,,,,624707,396.92,0
5658,14393.245,"Mount",-0.112,-0.032,-0.087,0.077,0.000,0.000,0,,0,,,,624963,424.48,0
5659,14395.959,"Mount",-0.258,-0.095,-0.193,0.196,-0.121,0.000,28,E,0,,,,595191,406.41,0
5660,14398.285,"Mount",-0.103,-0.158,-0.026,0.187,0.000,0.000,0,,0,,,,569093,392.33,0
5661,14400.792,"Mount",-0.128,-0.084,-0.080,0.131,0.000,0.000,0,,0,,,,595660,410.39,0
5662,14403.269,"Mount",-0.220,0.219,-0.293,-0.104,-0.184,0.000,42,E,0,,,,627175,421.91,0
5663,14405.830,"Mount",-0.319,0.199,-0.373,-0.043,-0.248,0.000,56,E,0,,,,598390,405.48,0
5664,14408.096,"Mount",-0.003,0.177,-0.079,-0.158,0.000,0.000,0,,0,,,,643180,452.67,0
5665,14410.822,"Mount",-0.351,0.020,-0.326,0.132,-0.205,0.000,47,E,0,,,,671392,434.51,0
5666,14413.253,"Mount",-0.302,-0.032,-0.259,0.158,-0.178,0.000,40,E,0,,,,576435,436.94,0
5667,14415.643,"Mount",-0.061,-0.139,0.004,0.152,0.000,0.000,0,,0,,,,635339,398.48,0
5668,14418.117,"Mount",-0.166,-0.012,-0.145,0.082,-0.091,0.000,21,E,0,,,,617825,405.66,0
5669,14420.605,"Mount",-0.325,-0.384,-0.129,0.486,0.000,0.000,0,,0,,,,635384,398.71,0
5670,14422.971,"Mount",-0.098,-0.271,0.028,0.287,0.000,0.000,0,,0,,,,661355,426.64,0
5671,14426.909,"Mount",-0.287,-0.396,-0.090,0.481,0.000,0.481,0,,1275,S,,,656823,426.32,0
5672,14429.598,"Mount",-0.929,-0.345,-0.693,0.709,-0.437,0.709,99,E,139,S,,,628594,430.53,0
5673,14432.129,"Mount",-0.567,0.607,-0.772,-0.306,-0.517,0.000,117,E,0,,,,659237,449.95,0
5674,14434.477,"Mount",0.036,0.280,-0.088,-0.269,0.000,0.000,0,,0,,,,636748,432.56,0
5675,14437.238,"Mount",0.349,0.280,0.196,-0.402,0.124,0.000,28,W,0,,,,617337,444.63,0
5676,14439.664,"Mount",0.482,-0.204,0.523,-0.021,0.338,0.000,77,W,0,,,,632890,417.69,0
5677,14442.146,"Mount",0.284,0.116,0.207,-0.227,0.154,0.000,35,W,0,,,,642320,444.37,0
5678,14444.469,"Mount",0.307,0.422,0.097,-0.513,0.000,0.000,0,,0,,,,609674,449.60,0
5679,14447.016,"Mount",-0.038,0.328,-0.175,-0.280,-0.110,0.000,25,E,0,,,,667883,430.41,0
5680,14450.702,"Mount",0.002,0.518,-0.219,-0.470,-0.146,-0.470,33,E,1273,N,,,640151,470.40,0
5681,14453.227,"Mount",0.091,0.182,0.005,-0.204,0.000,-0.204,0,,40,N,,,651203,439.59,0
5682,14455.498,"Mount",-0.146,-0.191,-0.051,0.235,0.000,0.000,0,,0,,,,613478,402.15,0
5683,14458.210,"Mount",0.082,0.225,-0.022,-0.238,0.000,-0.238,0,,47,N,,,614835,421.16,0
5684,14460.436,"Mount",0.048,-0.017,0.051,-0.005,0.000,0.000,0,,0,,,,646066,399.80,0
5685,14463.102,"Mount",0.616,-0.216,0.649,-0.068,0.409,0.000,93,W,0,,,,617920,429.22,0
5686,14465.491,"Mount",0.350,-0.180,0.393,0.013,0.276,0.000,63,W,0,,,,642189,445.84,0
5687,14467.887,"Mount",0.096,0.063,0.060,-0.098,0.000,0.000,0,,0,,,,623022,412.08,0
5688,14470.653,"Mount",0.284,0.095,0.216,-0.207,0.136,-0.207,31,W,41,N,,,602920,433.36,0
5689,14473.014,"Mount",0.112,-0.022,0.110,-0.028,0.000,0.000,0,,0,,,,538630,410.87,0
5690,14475.427,"Mount",0.267,-0.166,0.312,0.036,0.197,0.000,45,W,0,,,,631305,424.75,0
5691,14477.793,"Mount",-0.021,-0.206,0.069,0.195,0.000,0.000,0,,0,,,,598772,384.71,0
5692,14480.278,"Mount",0.100,-0.224,0.186,0.160,0.117,0.000,27,W,0,,,,652304,423.88,0
5693,14482.813,"Mount",-0.250,-0.100,-0.183,0.197,-0.107,0.000,24,E,0,,,,645773,425.64,0
5694,14485.182,"Mount",-0.007,-0.348,0.142,0.318,0.082,0.000,19,W,0,,,,627445,455.39,0
5695,14487.736,"Mount",-0.044,-0.240,0.063,0.236,0.000,0.000,0,,0,,,,624698,411.16,0
5696,14490.131,"Mount",-0.144,-0.130,-0.075,0.179,0.000,0.000,0,,0,,,,617792,409.24,0
5697,14492.699,"Mount",-0.199,-0.322,-0.042,0.376,0.000,0.000,0,,0,,,,622534,401.97,0
5698,14496.493,"Mount",-0.568,-0.305,-0.383,0.518,-0.241,0.518,55,E,1230,S,,,655434,437.57,0
5699,14499.344,"Mount",0.009,-1.109,0.482,0.999,0.287,0.999,65,W,196,S,,,594279,405.66,0
5700,14501.653,"Mount",-0.218,-0.418,-0.018,0.471,0.000,0.471,0,,92,S,,,631152,414.77,0
5701,14504.175,"Mount",-0.041,0.491,-0.247,-0.426,-0.156,0.000,35,E,0,,,,606883,441.50,0
5702,14506.550,"Mount",0.310,0.285,0.158,-0.390,0.089,0.000,20,W,0,,,,661217,446.71,0
5703,14509.075,"Mount",0.143,0.463,-0.069,-0.480,0.000,0.000,0,,0,,,,622030,401.79,0
5704,14511.386,"Mount",0.095,0.073,0.055,-0.107,0.000,0.000,0,,0,,,,598832,373.11,0
5705,14514.216,"Mount",-0.125,0.239,-0.215,-0.162,-0.136,0.000,31,E,0,,,,672626,437.49,0
5706,14516.605,"Mount",0.408,0.214,0.278,-0.368,0.166,0.000,38,W,0,,,,649004,436.60,0
5707,14519.270,"Mount",-0.285,0.791,-0.596,-0.593,-0.364,0.000,83,E,0,,,,607435,417.74,0
5708,14522.920,"Mount",0.041,0.751,-0.284,-0.696,-0.204,-0.696,46,E,1303,N,,,581319,418.19,0
5709,14525.629,"Mount",0.658,0.251,0.487,-0.508,0.293,-0.508,66,W,100,N,,,644000,455.59,0
5710,14527.858,"Mount",0.099,0.172,0.015,-0.198,0.000,0.000,0,,0,,,,650346,467.93,0
5711,14530.711,"Mount",0.335,-0.042,0.321,-0.106,0.202,0.000,46,W,0,,,,611199,391.13,0
5712,14532.949,"Mount",0.140,0.074,0.095,-0.127,0.000,0.000,0,,0,,,,637706,401.65,0
5713,14535.407,"Mount",-0.008,0.214,-0.099,-0.190,0.000,0.000,0,,0,,,,598570,411.12,0
5714,14537.878,"Mount",-0.153,0.121,-0.190,-0.044,-0.120,0.000,27,E,0,,,,593816,418.12,0
5715,14540.301,"Mount",-0.219,0.125,-0.252,-0.019,-0.167,0.000,38,E,0,,,,580945,427.32,0
5716,14542.772,"Mount",-0.326,0.299,-0.422,-0.131,-0.278,0.000,63,E,0,,,,641913,441.19,0
5717,14545.274,"Mount",-0.175,0.104,-0.202,-0.019,-0.147,0.000,33,E,0,,,,614621,418.26,0
5718,14547.483,"Mount",-0.018,-0.041,0.001,0.045,0.000,0.000,0,,0,,,,597500,405.60,0
5719,14550.000,"Mount",0.006,-0.071,0.036,0.061,0.000,0.000,0,,0,,,,582371,422.15,0
5720,14552.566,"Mount",0.093,-0.051,0.106,0.006,0.000,0.000,0,,0,,,,610124,419.56,0
5721,14555.084,"Mount",-0.111,-0.132,-0.044,0.167,0.000,0.000,0,,0,,,,601649,413.64,0
5722,14557.400,"Mount",-0.162,-0.135,-0.088,0.191,0.000,0.000,0,,0,,,,605106,404.35,0
5723,14560.037,"Mount",-0.394,0.202,-0.443,-0.015,-0.279,0.000,63,E,0,,,,610294,404.17,0
5724,14562.407,"Mount",-0.141,0.145,-0.189,-0.071,-0.139,0.000,31,E,0,,,,617444,405.33,0
5725,14564.777,"Mount",-0.163,-0.199,-0.062,0.249,0.000,0.000,0,,0,,,,599358,430.05,0
5726,14567.143,"Mount",-0.247,-0.014,-0.218,0.118,-0.137,0.000,31,E,0,,,,588009,396.93,0
5727,14569.672,"Mount",-0.348,0.078,-0.348,0.078,-0.229,0.000,52,E,0,,,,625456,417.40,0
5728,14571.928,"Mount",-0.114,-0.150,-0.039,0.185,0.000,0.000,0,,0,,,,566661,395.93,0
5729,14574.698,"Mount",0.029,-0.270,0.141,0.231,0.089,0.000,20,W,0,,,,611486,388.81,0
5730,14578.319,"Mount",-0.285,-0.230,-0.159,0.329,-0.094,0.329,21,E,1231,S,,,612533,433.39,0
5731,14581.007,"Mount",-0.429,-0.134,-0.331,0.305,-0.215,0.305,49,E,60,S,,,634421,415.68,0
5732,14583.504,"Mount",-0.222,-0.011,-0.196,0.105,-0.139,0.000,32,E,0,,,,588043,415.71,0
5733,14585.849,"Mount",-0.001,-0.088,0.037,0.080,0.000,0.000,0,,0,,,,621185,409.27,0
5734,14588.253,"Mount",0.216,0.061,0.169,-0.148,0.107,0.000,24,W,0,,,,592553,398.92,0
5735,14590.728,"Mount",-0.065,0.042,-0.077,-0.011,0.000,0.000,0,,0,,,,574425,435.77,0
5736,14593.148,"Mount",0.065,0.106,0.013,-0.124,0.000,0.000,0,,0,,,,606041,396.40,0
5737,14595.759,"Mount",-0.272,-0.041,-0.229,0.154,-0.144,0.000,33,E,0,,,,591264,388.37,0
5738,14597.948,"Mount",-0.053,0.069,-0.078,-0.040,0.000,0.000,0,,0,,,,623318,425.65,0
5739,14600.797,"Mount",-0.343,-0.070,-0.280,0.210,-0.176,0.210,40,E,41,S,,,589953,407.88,0
5740,14603.136,"Mount",-0.225,0.089,-0.241,0.016,-0.164,0.000,37,E,0,,,,625249,449.86,0
5741,14605.627,"Mount",-0.135,0.292,-0.247,-0.207,-0.167,0.000,38,E,0,,,,632341,403.16,0
5742,14607.828,"Mount",0.002,0.117,-0.048,-0.107,0.000,0.000,0,,0,,,,600643,389.19,0
5743,14610.368,"Mount",0.042,0.108,-0.008,-0.115,0.000,0.000,0,,0,,,,594889,424.17,0
5744,14613.011,"Mount",0.027,-0.043,0.043,0.028,0.000,0.000,0,,0,,,,616788,423.50,0
5745,14615.654,"Mount",0.302,0.012,0.268,-0.140,0.169,0.000,38,W,0,,,,600545,401.92,0
5746,14617.926,"Mount",0.081,0.095,0.032,-0.120,0.000,0.000,0,,0,,,,570897,406.41,0
5747,14620.557,"Mount",0.204,0.163,0.114,-0.235,0.000,0.000,0,,0,,,,612266,424.14,0
5748,14622.972,"Mount",0.028,0.053,0.002,-0.060,0.000,0.000,0,,0,,,,612119,407.16,0
5749,14625.536,"Mount",-0.017,-0.071,0.015,0.071,0.000,0.000,0,,0,,,,583323,381.25,0
5750,14627.863,"Mount",-0.100,-0.057,-0.066,0.094,0.000,0.000,0,,0,,,,600330,403.25,0
5751,14630.530,"Mount",-0.169,0.203,-0.240,-0.111,-0.151,0.000,34,E,0,,,,612043,423.99,0
5752,14632.784,"Mount",0.076,0.260,-0.043,-0.267,0.000,0.000,0,,0,,,,636201,417.15,0
5753,14635.650,"Mount",0.266,-0.167,0.312,0.037,0.196,0.000,45,W,0,,,,604873,435.41,0
5754,14639.341,"Mount",0.460,0.349,0.266,-0.512,0.182,-0.512,41,W,1266,N,,,596094,407.83,0
5755,14642.026,"Mount",-0.483,0.167,-0.508,0.055,-0.307,0.000,70,E,0,,,,603519,414.89,0
5756,14644.511,"Mount",-0.971,0.399,-1.048,0.054,-0.682,0.000,155,E,0,,,,636607,410.39,0
5757,14647.235,"Mount",0.557,0.024,0.493,-0.260,0.263,-0.260,60,W,51,N,,,601468,446.94,0
5758,14649.562,"Mount",0.069,-0.012,0.068,-0.019,0.000,0.000,0,,0,,,,608362,414.17,0
5759,14652.246,"Mount",-0.174,-0.029,-0.145,0.100,-0.091,0.000,21,E,0,,,,611551,423.58,0
5760,14654.573,"Mount",0.005,-0.066,0.033,0.058,0.000,0.000,0,,0,,,,606725,416.70,0
5761,14657.134,"Mount",0.129,-0.319,0.252,0.233,0.159,0.000,36,W,0,,,,616373,411.18,0
5762,14659.390,"Mount",-0.256,0.059,-0.257,0.056,-0.151,0.000,34,E,0,,,,659384,443.65,0
5763,14661.833,"Mount",-0.162,-0.212,-0.056,0.261,0.000,0.000,0,,0,,,,591426,421.57,0
5764,14664.627,"Mount",-1.293,-0.041,-1.151,0.590,-0.725,0.000,165,E,0,,,,625478,397.26,0
5765,14668.472,"Mount",-0.137,-0.241,-0.021,0.277,0.000,0.277,0,,1273,S,,,631748,409.49,0
5766,14671.111,"Mount",-0.371,0.088,-0.373,0.079,-0.235,0.000,53,E,0,,,,609325,406.65,0
5767,14673.537,"Mount",0.028,-0.084,0.061,0.064,0.000,0.000,0,,0,,,,605928,401.39,0
5768,14675.982,"Mount",0.127,-0.069,0.144,0.008,0.091,0.000,21,W,0,,,,597182,419.51,0
5769,14678.600,"Mount",0.032,-0.078,0.063,0.057,0.000,0.000,0,,0,,,,614909,413.20,0
