PHD2 version 2.6.14 [Windows], Log version 2.5. Log enabled at 2026-08-10 20:40:06
INFO: Guiding parameter change, MultiStar = true

Guiding Begins at 2026-08-10 22:18:22
Equipment Profile = SW4P_EVO
Dither = both axes, Dither scale = 1.000, Image noise reduction = 2x2 mean, Guide-frame time lapse = 0, Server enabled
Pixel scale = 2.91 arc-sec/px, Binning = 1, Focal length = 266 mm
Search region = 15 px, Star mass tolerance = 50.0%, Multi-star mode, list size = 12
 Camera = ZWO ASI120MM Mini (ASCOM), full size = 1280 x 960, have dark, dark dur = 1500, no defect map, pixel size = 3.8 um
Exposure = 1500 ms
Mount = GPUSB, connected, guiding enabled, AuxMount=CPWI_ASCOM_Telescope, xAngle = 154.7, xRate = 4.406, yAngle = -115.3, yRate = 5.100, parity = +/+
Norm rates RA = 13.9"/s @ dec 0, Dec = 14.8"/s; ortho.err. = 0.0 deg
X guide algorithm = Hysteresis, Hysteresis = 0.100, Aggression = 0.700, Minimum move = 0.130
Y guide algorithm = Resist Switch, Minimum move = 0.200 Aggression = 100% FastSwitch = enabled
Backlash comp = enabled, pulse = 1033 ms
Max RA duration = 2500, Max DEC duration = 2500, DEC guide mode = Auto
RA Guide Speed = 14.9 a-s/s, Dec Guide Speed = 14.9 a-s/s, Cal Dec = 0.0, Last Cal Issue = None, Timestamp = 15/07/2026 22:18:28
RA = 20.01 hr, Dec = 22.8 deg, Hour angle = -1.65 hr, Pier side = West, Rotator pos = N/A, Alt = 61.6 deg, Az = 126.0 deg
Lock position = 1264.014, 898.051, Star position = 1264.014, 898.051, HFD = 2.99 px
Frame,Time,mount,dx,dy,RARawDistance,DECRawDistance,RAGuideDistance,DECGuideDistance,RADuration,RADirection,DECDuration,DECDirection,XStep,YStep,StarMass,SNR,ErrorCode
2045,5254.731,"Mount",0.112,0.274,-0.016,-0.296,0.000,0.000,0,,0,,,,740879,438.90,0
2046,5257.127,"Mount",-0.057,0.234,-0.151,-0.188,-0.095,0.000,22,E,0,,,,714202,457.47,0
2047,5259.800,"Mount",-0.187,0.283,-0.290,-0.176,-0.190,0.000,43,E,0,,,,697395,457.30,0
2048,5262.035,"Mount",0.026,0.108,-0.023,-0.109,0.000,0.000,0,,0,,,,713189,475.68,0
2049,5264.745,"Mount",0.173,-0.024,0.166,-0.052,0.105,0.000,24,W,0,,,,690169,434.86,0
2050,5267.128,"Mount",-0.191,0.169,-0.245,-0.071,-0.147,0.000,33,E,0,,,,702579,432.48,0
2051,5269.639,"Mount",-0.424,0.257,-0.493,-0.051,-0.321,0.000,73,E,0,,,,691869,424.23,0
2052,5272.015,"Mount",-0.199,0.130,-0.235,-0.032,-0.171,0.000,39,E,0,,,,706638,448.44,0
2053,5274.495,"Mount",0.218,0.080,0.163,-0.166,0.091,0.000,21,W,0,,,,712497,469.74,0
2054,5276.833,"Mount",-0.109,-0.085,-0.062,0.123,0.000,0.000,0,,0,,,,710991,463.81,0
2055,5279.317,"Mount",0.012,-0.118,0.062,0.102,0.000,0.000,0,,0,,,,678003,433.39,0
2056,5281.778,"Mount",0.165,0.167,0.078,-0.221,0.000,0.000,0,,0,,,,702876,432.78,0
2057,5284.447,"Mount",-0.199,0.021,-0.189,0.066,-0.119,0.000,27,E,0,,,,701808,423.74,0
2058,5286.775,"Mount",-0.202,0.131,-0.239,-0.032,-0.159,0.000,36,E,0,,,,710478,454.10,0
2059,5289.417,"Mount",-0.326,0.143,-0.355,0.010,-0.235,0.000,53,E,0,,,,716758,423.21,0
2060,5291.712,"Mount",-0.009,0.161,-0.077,-0.142,0.000,0.000,0,,0,,,,737876,415.92,0
2061,5294.264,"Mount",-0.143,0.087,-0.166,-0.018,-0.105,0.000,24,E,0,,,,717844,426.98,0
2062,5296.567,"Mount",0.029,0.125,-0.027,-0.126,0.000,0.000,0,,0,,,,733636,506.37,0
2063,5299.207,"Mount",-0.169,0.010,-0.157,0.064,-0.099,0.000,22,E,0,,,,702740,455.13,0
2064,5301.602,"Mount",-0.203,0.133,-0.240,-0.033,-0.158,0.000,36,E,0,,,,729627,465.89,0
2065,5304.130,"Mount",0.293,0.040,0.247,-0.161,0.145,0.000,33,W,0,,,,704584,417.26,0
2066,5306.671,"Mount",0.176,-0.040,0.176,-0.039,0.121,0.000,27,W,0,,,,717356,462.30,0
2067,5309.066,"Mount",0.156,0.101,0.098,-0.158,0.000,0.000,0,,0,,,,703536,419.35,0
2068,5311.554,"Mount",0.124,0.178,0.036,-0.214,0.000,0.000,0,,0,,,,707087,373.04,0
2069,5314.360,"Mount",0.259,0.062,0.208,-0.167,0.131,0.000,30,W,0,,,,723447,479.35,0
2070,5316.662,"Mount",-0.128,0.065,-0.144,-0.004,-0.081,0.000,18,E,0,,,,705305,474.97,0
2071,5319.336,"Mount",-0.331,-0.037,-0.284,0.175,-0.184,0.000,42,E,0,,,,732015,447.99,0
2072,5321.777,"Mount",-0.158,0.130,-0.199,-0.050,-0.138,0.000,31,E,0,,,,720738,413.90,0
2073,5324.179,"Mount",-0.076,0.039,-0.086,-0.003,0.000,0.000,0,,0,,,,725193,422.11,0
2074,5326.607,"Mount",0.162,-0.084,0.182,0.007,0.115,0.000,26,W,0,,,,718366,457.73,0
2075,5329.292,"Mount",0.127,-0.050,0.136,-0.009,0.094,0.000,21,W,0,,,,708535,407.80,0
2076,5331.784,"Mount",-0.057,-0.018,-0.044,0.040,0.000,0.000,0,,0,,,,702814,466.47,0
2077,5334.526,"Mount",-0.017,0.099,-0.057,-0.082,0.000,0.000,0,,0,,,,704776,450.87,0
2078,5337.255,"Mount",-0.049,0.244,-0.149,-0.199,-0.094,0.000,21,E,0,,,,731421,467.72,0
2079,5339.786,"Mount",0.120,0.205,0.021,-0.237,0.000,0.000,0,,0,,,,706111,459.48,0
2080,5342.341,"Mount",0.206,0.036,0.170,-0.120,0.107,0.000,24,W,0,,,,724654,485.34,0
2081,5344.775,"Mount",-0.070,0.247,-0.169,-0.193,-0.099,0.000,23,E,0,,,,717970,461.34,0
2082,5347.087,"Mount",-0.191,0.220,-0.267,-0.117,-0.175,0.000,40,E,0,,,,690720,406.73,0
2083,5349.649,"Mount",0.180,0.049,0.142,-0.121,0.077,0.000,17,W,0,,,,700064,443.93,0
2084,5351.994,"Mount",-0.051,0.144,-0.108,-0.108,0.000,0.000,0,,0,,,,711504,466.99,0
2085,5354.584,"Mount",-0.126,0.220,-0.208,-0.145,-0.131,0.000,30,E,0,,,,697251,445.60,0
2086,5356.954,"Mount",-0.153,0.129,-0.193,-0.051,-0.131,0.000,30,E,0,,,,702508,465.81,0
2087,5359.443,"Mount",-0.036,0.081,-0.067,-0.058,0.000,0.000,0,,0,,,,678683,427.35,0
2088,5362.062,"Mount",-0.432,0.090,-0.429,0.103,-0.270,0.000,61,E,0,,,,700097,470.86,0
2089,5364.543,"Mount",-0.302,0.090,-0.311,0.048,-0.215,0.000,49,E,0,,,,693270,427.12,0
2090,5366.791,"Mount",0.038,-0.092,0.074,0.067,0.000,0.000,0,,0,,,,725996,438.68,0
2091,5369.387,"Mount",0.262,0.109,0.190,-0.210,0.120,0.000,27,W,0,,,,688249,423.01,0
2092,5371.756,"Mount",0.157,-0.120,0.193,0.041,0.130,0.000,30,W,0,,,,672245,420.73,0
2093,5374.343,"Mount",0.745,-0.488,0.883,0.123,0.565,0.000,128,W,0,,,,688634,438.54,0
2094,5376.538,"Mount",-0.072,0.014,-0.072,0.018,0.000,0.000,0,,0,,,,697470,441.29,0
2095,5379.151,"Mount",-0.282,-0.048,-0.234,0.164,-0.148,0.000,33,E,0,,,,701981,471.99,0
2096,5381.441,"Mount",0.009,0.101,-0.035,-0.095,0.000,0.000,0,,0,,,,720117,438.83,0
2097,5384.056,"Mount",-0.136,0.185,-0.202,-0.109,-0.128,0.000,29,E,0,,,,701797,430.62,0
2098,5386.579,"Mount",-0.215,0.148,-0.258,-0.042,-0.171,0.000,39,E,0,,,,718226,423.43,0
2099,5389.033,"Mount",-0.167,-0.021,-0.142,0.090,-0.101,0.000,23,E,0,,,,723541,489.43,0
2100,5391.380,"Mount",0.038,-0.061,0.061,0.038,0.000,0.000,0,,0,,,,734659,464.14,0
2101,5393.977,"Mount",0.075,-0.029,0.080,-0.006,0.000,0.000,0,,0,,,,714688,393.13,0
2102,5396.421,"Mount",0.039,0.042,0.018,-0.055,0.000,0.000,0,,0,,,,732912,489.68,0
2103,5398.860,"Mount",-0.057,-0.000,-0.051,0.025,0.000,0.000,0,,0,,,,714331,439.73,0
2104,5401.378,"Mount",0.072,0.072,0.034,-0.096,0.000,0.000,0,,0,,,,733382,449.18,0
2105,5404.065,"Mount",-0.064,0.031,-0.071,-0.000,0.000,0.000,0,,0,,,,731006,498.14,0
2106,5406.640,"Mount",-0.236,0.025,-0.224,0.078,-0.141,0.000,32,E,0,,,,727071,472.43,0
2107,5409.059,"Mount",0.013,-0.151,0.076,0.131,0.000,0.000,0,,0,,,,730240,417.39,0
2108,5411.573,"Mount",-0.266,0.044,-0.260,0.074,-0.164,0.000,37,E,0,,,,713983,399.02,0
2109,5414.295,"Mount",-0.411,-0.375,-0.211,0.515,-0.145,0.515,33,E,101,S,,,712695,426.42,0
2110,5416.558,"Mount",-0.057,-0.114,-0.002,0.127,0.000,0.000,0,,0,,,,715561,467.22,0
2111,5419.055,"Mount",-0.008,0.046,-0.027,-0.038,0.000,0.000,0,,0,,,,706515,494.04,0
2112,5421.543,"Mount",-0.176,0.138,-0.219,-0.050,-0.138,0.000,31,E,0,,,,701161,464.43,0
2113,5424.029,"Mount",-0.059,0.142,-0.114,-0.103,0.000,0.000,0,,0,,,,700251,452.36,0
2114,5426.783,"Mount",-0.100,0.171,-0.163,-0.112,-0.103,0.000,23,E,0,,,,713849,407.40,0
2115,5429.326,"Mount",0.109,-0.026,0.110,-0.023,0.000,0.000,0,,0,,,,730894,447.18,0
2116,5431.989,"Mount",0.247,0.147,0.161,-0.238,0.101,0.000,23,W,0,,,,702602,441.39,0
2117,5434.356,"Mount",0.064,-0.022,0.068,-0.007,0.000,0.000,0,,0,,,,697182,421.51,0
2118,5436.706,"Mount",-0.072,-0.085,-0.028,0.108,0.000,0.000,0,,0,,,,758981,488.13,0
2119,5439.315,"Mount",-0.059,0.168,-0.125,-0.127,0.000,0.000,0,,0,,,,689404,443.43,0
2120,5441.761,"Mount",0.027,0.273,-0.092,-0.258,0.000,0.000,0,,0,,,,709368,453.33,0
2121,5444.352,"Mount",-0.160,0.183,-0.223,-0.097,-0.140,0.000,32,E,0,,,,733857,423.35,0
2122,5446.712,"Mount",-0.100,0.145,-0.152,-0.088,-0.106,0.000,24,E,0,,,,698770,469.46,0
2123,5449.228,"Mount",-0.077,0.203,-0.157,-0.150,-0.106,0.000,24,E,0,,,,704669,455.03,0
2124,5451.506,"Mount",0.169,0.130,0.097,-0.190,0.000,0.000,0,,0,,,,695668,427.60,0
2125,5455.287,"Mount",0.332,0.093,0.261,-0.226,0.164,-0.226,37,W,975,N,,,679601,400.96,0
2126,5457.648,"Mount",0.452,-0.135,0.466,-0.071,0.305,0.000,69,W,0,,,,725195,462.35,0
2127,5460.127,"Mount",-0.174,-0.038,-0.141,0.108,-0.068,0.000,15,E,0,,,,698803,438.42,0
2128,5462.440,"Mount",-0.055,0.021,-0.059,0.004,0.000,0.000,0,,0,,,,694114,410.35,0
2129,5464.991,"Mount",-0.163,0.035,-0.163,0.038,-0.102,0.000,23,E,0,,,,758092,435.03,0
2130,5467.288,"Mount",0.126,0.144,0.052,-0.184,0.000,0.000,0,,0,,,,725685,450.84,0
2131,5469.797,"Mount",-0.077,-0.013,-0.064,0.045,0.000,0.000,0,,0,,,,733230,456.48,0
2132,5472.273,"Mount",0.043,0.068,0.010,-0.080,0.000,0.000,0,,0,,,,734736,483.50,0
2133,5474.952,"Mount",0.115,-0.247,0.209,0.174,0.132,0.000,30,W,0,,,,758082,458.41,0
2134,5477.170,"Mount",-0.018,-0.105,0.029,0.102,0.000,0.000,0,,0,,,,733551,459.86,0
2135,5479.881,"Mount",-0.145,0.055,-0.154,0.012,-0.097,0.000,22,E,0,,,,702898,436.33,0
2136,5482.263,"Mount",-0.195,0.204,-0.263,-0.101,-0.173,0.000,39,E,0,,,,724093,441.63,0
2137,5484.755,"Mount",-0.196,-0.102,-0.133,0.176,-0.096,0.000,22,E,0,,,,709637,407.22,0
2138,5487.252,"Mount",-0.291,-0.036,-0.248,0.157,-0.163,0.000,37,E,0,,,,713011,458.19,0
2139,5489.582,"Mount",0.080,-0.047,0.093,0.008,0.000,0.000,0,,0,,,,726327,424.16,0
2140,5492.203,"Mount",0.402,0.005,0.361,-0.177,0.228,0.000,52,W,0,,,,721103,451.49,0
2141,5494.553,"Mount",0.131,0.062,0.092,-0.112,0.000,0.000,0,,0,,,,691547,434.67,0
2142,5496.864,"Mount",0.059,0.024,0.043,-0.047,0.000,0.000,0,,0,,,,719351,438.60,0
2143,5499.368,"Mount",0.031,-0.052,0.050,0.034,0.000,0.000,0,,0,,,,718484,382.12,0
2144,5501.753,"Mount",0.094,-0.044,0.104,0.000,0.000,0.000,0,,0,,,,730062,454.71,0
2145,5504.231,"Mount",0.020,0.110,-0.029,-0.108,0.000,0.000,0,,0,,,,726240,482.21,0
2146,5506.736,"Mount",-0.382,0.208,-0.434,-0.025,-0.274,0.000,62,E,0,,,,702201,389.17,0
2147,5509.247,"Mount",-0.172,0.050,-0.177,0.028,-0.131,0.000,30,E,0,,,,689621,443.68,0
2148,5511.769,"Mount",-0.312,0.133,-0.339,0.013,-0.222,0.000,50,E,0,,,,749711,446.74,0
2149,5514.274,"Mount",0.389,-0.194,0.435,0.009,0.258,0.000,59,W,0,,,,694827,429.93,0
2150,5516.901,"Mount",0.664,-0.396,0.769,0.074,0.503,0.000,114,W,0,,,,715585,462.23,0
2151,5519.432,"Mount",0.123,-0.174,0.186,0.105,0.152,0.000,35,W,0,,,,729172,439.55,0
2152,5521.925,"Mount",-0.294,-0.109,-0.220,0.224,-0.128,0.000,29,E,0,,,,704061,464.64,0
2153,5524.359,"Mount",0.184,0.002,0.165,-0.081,0.095,0.000,22,W,0,,,,713275,473.79,0
2154,5526.813,"Mount",-0.103,-0.192,-0.011,0.218,0.000,0.000,0,,0,,,,706252,438.55,0
2155,5529.275,"Mount",-0.048,-0.077,-0.010,0.090,0.000,0.000,0,,0,,,,702040,407.23,0
2156,5531.675,"Mount",0.058,0.072,0.022,-0.090,0.000,0.000,0,,0,,,,688348,387.21,0
2157,5534.184,"Mount",0.158,0.101,0.099,-0.159,0.000,0.000,0,,0,,,,683650,473.07,0
2158,5536.521,"Mount",0.123,0.048,0.091,-0.096,0.000,0.000,0,,0,,,,732967,407.22,0
2159,5539.288,"Mount",0.251,0.100,0.184,-0.198,0.116,0.000,26,W,0,,,,720682,429.11,0
2160,5541.585,"Mount",-0.266,0.003,-0.242,0.111,-0.144,0.000,33,E,0,,,,758722,488.76,0
2161,5544.045,"Mount",0.132,0.079,0.085,-0.128,0.000,0.000,0,,0,,,,732716,451.89,0
2162,5546.841,"Mount",-0.222,0.046,-0.221,0.053,-0.139,0.000,32,E,0,,,,735268,438.40,0
2163,5549.165,"Mount",-0.000,-0.015,0.006,0.014,0.000,0.000,0,,0,,,,721109,439.78,0
2164,5551.591,"Mount",0.207,0.038,0.171,-0.123,0.108,0.000,24,W,0,,,,725711,448.10,0
2165,5554.111,"Mount",-0.166,0.001,-0.151,0.070,-0.087,0.000,20,E,0,,,,735719,476.26,0
2166,5556.454,"Mount",-0.172,0.062,-0.182,0.017,-0.121,0.000,27,E,0,,,,717269,458.22,0
2167,5558.805,"Mount",-0.077,-0.155,-0.003,0.173,0.000,0.000,0,,0,,,,742823,445.05,0
2168,5561.243,"Mount",-0.160,0.116,-0.195,-0.037,-0.123,0.000,28,E,0,,,,717813,424.45,0
2169,5563.644,"Mount",-0.120,-0.119,-0.058,0.159,0.000,0.000,0,,0,,,,705170,440.66,0
2170,5566.270,"Mount",-0.239,0.109,-0.262,0.004,-0.165,0.000,37,E,0,,,,717599,452.18,0
2171,5568.705,"Mount",-0.048,-0.210,0.046,0.210,0.000,0.000,0,,0,,,,739362,461.92,0
2172,5571.267,"Mount",-0.292,0.002,-0.265,0.123,-0.167,0.000,38,E,0,,,,716522,446.67,0
2173,5573.623,"Mount",-0.102,0.065,-0.120,-0.015,0.000,0.000,0,,0,,,,715350,417.10,0
2174,5576.207,"Mount",-0.116,0.133,-0.162,-0.070,-0.102,0.000,23,E,0,,,,688203,429.83,0
2175,5578.712,"Mount",-0.394,-0.029,-0.344,0.195,-0.224,0.000,51,E,0,,,,697403,433.92,0
2176,5581.129,"Mount",-0.283,0.086,-0.293,0.043,-0.200,0.000,45,E,0,,,,702090,439.18,0
2177,5583.561,"Mount",-0.222,0.059,-0.226,0.042,-0.157,0.000,36,E,0,,,,720827,440.73,0
2178,5585.813,"Mount",-0.101,-0.115,-0.042,0.147,0.000,0.000,0,,0,,,,731535,434.02,0
2179,5588.593,"Mount",-0.252,0.089,-0.266,0.028,-0.167,0.000,38,E,0,,,,726088,463.00,0
2180,5590.960,"Mount",-0.247,-0.027,-0.212,0.130,-0.145,0.000,33,E,0,,,,721465,474.57,0
2181,5593.447,"Mount",-0.237,0.072,-0.245,0.037,-0.164,0.000,37,E,0,,,,712756,467.45,0
2182,5595.735,"Mount",-0.188,-0.070,-0.141,0.144,-0.100,0.000,23,E,0,,,,707944,412.56,0
2183,5598.309,"Mount",-0.415,-0.162,-0.306,0.324,-0.200,0.000,45,E,0,,,,730329,470.85,0
2184,5600.689,"Mount",-0.265,-0.003,-0.238,0.116,-0.164,0.000,37,E,0,,,,715487,457.57,0
2185,5603.082,"Mount",0.080,-0.122,0.125,0.076,0.000,0.000,0,,0,,,,705019,408.01,0
2186,5605.539,"Mount",0.336,-0.326,0.443,0.151,0.279,0.000,63,W,0,,,,714448,431.73,0
2187,5608.324,"Mount",0.434,-0.437,0.579,0.210,0.384,0.000,87,W,0,,,,704365,437.23,0
2188,5610.836,"Mount",-0.139,-0.061,-0.100,0.115,0.000,0.000,0,,0,,,,732156,422.82,0
2189,5613.484,"Mount",-0.249,0.063,-0.252,0.049,-0.159,0.000,36,E,0,,,,675236,431.17,0
2190,5615.849,"Mount",-0.243,-0.034,-0.205,0.135,-0.140,0.000,32,E,0,,,,684298,448.31,0
2191,5618.221,"Mount",-0.119,-0.010,-0.104,0.060,0.000,0.000,0,,0,,,,691199,435.95,0
2192,5620.811,"Mount",-0.141,0.146,-0.190,-0.072,-0.119,0.000,27,E,0,,,,680460,437.24,0
2193,5623.246,"Mount",0.175,0.054,0.135,-0.124,0.077,0.000,17,W,0,,,,689320,405.78,0
2194,5625.561,"Mount",0.036,0.059,0.008,-0.068,0.000,0.000,0,,0,,,,670992,449.43,0
2195,5628.190,"Mount",0.096,0.042,0.069,-0.079,0.000,0.000,0,,0,,,,667867,422.95,0
2196,5630.559,"Mount",0.071,0.059,0.040,-0.084,0.000,0.000,0,,0,,,,666783,435.08,0
2197,5633.142,"Mount",-0.081,0.010,-0.077,0.026,0.000,0.000,0,,0,,,,660247,457.72,0
2198,5635.673,"Mount",-0.127,0.026,-0.126,0.031,0.000,0.000,0,,0,,,,688461,420.57,0
2199,5638.335,"Mount",-0.245,0.099,-0.263,0.015,-0.166,0.000,38,E,0,,,,694350,416.52,0
2200,5640.587,"Mount",0.152,0.108,0.091,-0.163,0.000,0.000,0,,0,,,,707246,455.86,0
2201,5643.096,"Mount",-0.102,-0.063,-0.065,0.101,0.000,0.000,0,,0,,,,699691,464.89,0
2202,5645.427,"Mount",-0.194,-0.117,-0.125,0.189,0.000,0.000,0,,0,,,,720252,463.20,0
2203,5648.142,"Mount",-0.325,-0.064,-0.266,0.197,-0.168,0.000,38,E,0,,,,711799,464.02,0
2204,5650.391,"Mount",0.131,-0.058,0.143,-0.004,0.079,0.000,18,W,0,,,,735879,484.52,0
2205,5652.819,"Mount",-0.151,-0.091,-0.097,0.147,0.000,0.000,0,,0,,,,720516,474.35,0
2206,5655.273,"Mount",0.149,-0.020,0.144,-0.045,0.090,0.000,21,W,0,,,,707406,453.65,0
2207,5657.845,"Mount",-0.864,0.275,-0.899,0.121,-0.560,0.000,127,E,0,,,,716035,443.40,0
2208,5660.302,"Mount",-0.422,-0.050,-0.360,0.225,-0.266,0.000,60,E,0,,,,741320,457.21,0
2209,5663.895,"Mount",-0.235,-0.560,0.027,0.607,0.000,0.607,0,,1050,S,,,719431,443.87,0
2210,5666.560,"Mount",-0.220,-0.492,0.011,0.539,0.000,0.539,0,,106,S,,,717887,465.96,0
2211,5669.200,"Mount",0.763,0.016,0.683,-0.341,0.430,0.000,98,W,0,,,,709237,429.65,0
2212,5671.559,"Mount",0.703,0.143,0.575,-0.429,0.392,0.000,89,W,0,,,,747224,450.33,0
2213,5674.272,"Mount",0.439,0.390,0.230,-0.540,0.173,0.000,39,W,0,,,,686108,463.83,0
2214,5676.487,"Mount",0.139,0.505,-0.090,-0.515,0.000,0.000,0,,0,,,,694922,456.45,0
2215,5679.172,"Mount",-0.220,0.530,-0.425,-0.385,-0.268,0.000,61,E,0,,,,699491,427.12,0
2216,5681.523,"Mount",-0.094,0.445,-0.275,-0.362,-0.192,0.000,44,E,0,,,,716085,457.01,0
2217,5684.090,"Mount",0.007,0.098,-0.035,-0.091,0.000,0.000,0,,0,,,,712405,435.04,0
2218,5686.439,"Mount",0.133,-0.014,0.126,-0.044,0.000,0.000,0,,0,,,,720133,425.08,0
2219,5689.944,"Mount",0.103,0.259,-0.018,-0.278,0.000,-0.278,0,,933,N,,,692676,445.96,0
2220,5692.168,"Mount",0.105,0.111,0.048,-0.145,0.000,0.000,0,,0,,,,701657,471.79,0
2221,5694.888,"Mount",-0.180,0.337,-0.307,-0.227,-0.193,-0.227,44,E,45,N,,,715202,404.53,0
2222,5697.119,"Mount",-0.003,0.125,-0.056,-0.111,0.000,0.000,0,,0,,,,677326,440.16,0
2223,5699.722,"Mount",-0.223,0.091,-0.241,0.013,-0.152,0.000,34,E,0,,,,746073,471.89,0
2224,5702.051,"Mount",-0.106,0.107,-0.141,-0.051,-0.100,0.000,23,E,0,,,,694385,408.73,0
2225,5704.645,"Mount",0.249,0.273,0.108,-0.353,0.000,-0.353,0,,69,N,,,701379,460.89,0
2226,5707.111,"Mount",0.261,0.317,0.101,-0.398,0.000,-0.398,0,,78,N,,,706602,428.94,0
2227,5709.729,"Mount",0.222,0.291,0.076,-0.358,0.000,-0.358,0,,70,N,,,670010,412.03,0
2228,5712.101,"Mount",0.153,0.118,0.088,-0.173,0.000,0.000,0,,0,,,,730043,506.51,0
2229,5714.815,"Mount",0.416,0.057,0.352,-0.229,0.221,-0.229,50,W,45,N,,,744926,507.14,0
2230,5717.002,"Mount",0.101,-0.057,0.115,0.008,0.000,0.000,0,,0,,,,711181,414.19,0
2231,5719.519,"Mount",0.117,0.056,0.082,-0.100,0.000,0.000,0,,0,,,,722169,437.24,0
2232,5722.034,"Mount",-0.647,0.112,-0.632,0.175,-0.398,0.000,90,E,0,,,,719406,457.40,0
2233,5724.408,"Mount",-0.011,0.095,-0.050,-0.081,0.000,0.000,0,,0,,,,695033,418.67,0
2234,5727.085,"Mount",0.343,0.138,0.251,-0.271,0.158,-0.271,36,W,53,N,,,723911,437.95,0
2235,5729.648,"Mount",-0.263,0.101,-0.281,0.021,-0.166,0.000,38,E,0,,,,740929,434.50,0
2236,5732.096,"Mount",0.231,0.020,0.201,-0.117,0.115,0.000,26,W,0,,,,723508,469.00,0
2237,5734.525,"Mount",-0.041,-0.020,-0.029,0.035,0.000,0.000,0,,0,,,,756520,486.08,0
2238,5736.815,"Mount",0.033,0.005,0.028,-0.019,0.000,0.000,0,,0,,,,733997,470.12,0
2239,5739.609,"Mount",-0.281,0.051,-0.276,0.074,-0.174,0.000,39,E,0,,,,705071,439.00,0
2240,5742.085,"Mount",0.104,-0.185,0.173,0.123,0.097,0.000,22,W,0,,,,718101,444.26,0
2241,5744.503,"Mount",-0.184,0.160,-0.235,-0.066,-0.141,0.000,32,E,0,,,,742729,440.63,0
2242,5746.996,"Mount",0.138,0.306,-0.006,-0.335,0.000,-0.335,0,,66,N,,,697019,416.03,0
2243,5749.370,"Mount",0.125,0.104,0.069,-0.147,0.000,0.000,0,,0,,,,734263,463.31,0
2244,5752.063,"Mount",0.277,0.112,0.203,-0.219,0.128,-0.219,29,W,43,N,,,760939,471.20,0
2245,5754.490,"Mount",-0.095,-0.358,0.067,0.364,0.000,0.000,0,,0,,,,724146,429.16,0
2246,5757.069,"Mount",0.451,-0.833,0.763,0.561,0.481,0.000,109,W,0,,,,711967,452.49,0
2247,5759.473,"Mount",-0.333,-0.491,-0.092,0.586,0.000,0.000,0,,0,,,,681768,400.81,0
2248,5763.047,"Mount",-0.402,-0.506,-0.147,0.629,-0.093,0.629,21,E,1032,S,,,727878,484.26,0
2249,5765.527,"Mount",-0.112,-0.444,0.088,0.450,0.000,0.450,0,,88,S,,,728595,440.66,0
2250,5768.358,"Mount",0.388,-0.438,0.538,0.230,0.339,0.230,77,W,45,S,,,712712,458.31,0
2251,5770.830,"Mount",-0.056,0.065,-0.079,-0.034,0.000,0.000,0,,0,,,,709363,491.70,0
2252,5773.131,"Mount",-0.039,-0.013,-0.030,0.028,0.000,0.000,0,,0,,,,733178,440.82,0
2253,5775.702,"Mount",0.249,-0.049,0.246,-0.062,0.155,0.000,35,W,0,,,,747751,450.21,0
2254,5778.225,"Mount",0.600,-0.003,0.544,-0.253,0.353,0.000,80,W,0,,,,707570,444.70,0
2255,5780.708,"Mount",-0.284,0.058,-0.281,0.068,-0.152,0.000,35,E,0,,,,707457,464.01,0
2256,5783.113,"Mount",-0.063,0.233,-0.157,-0.183,-0.109,0.000,25,E,0,,,,717726,473.87,0
2257,5785.526,"Mount",0.026,0.040,0.007,-0.047,0.000,0.000,0,,0,,,,737553,481.66,0
2258,5787.869,"Mount",-0.001,0.079,-0.035,-0.071,0.000,0.000,0,,0,,,,712443,463.57,0
2259,5790.473,"Mount",0.106,-0.136,0.154,0.078,0.097,0.000,22,W,0,,,,699518,463.79,0
2260,5792.791,"Mount",0.255,-0.049,0.252,-0.064,0.165,0.000,38,W,0,,,,718022,466.56,0
2261,5795.290,"Mount",0.310,0.116,0.231,-0.237,0.157,0.000,36,W,0,,,,724127,464.61,0
2262,5797.586,"Mount",0.167,-0.203,0.237,0.112,0.161,0.000,36,W,0,,,,746141,467.59,0
2263,5800.128,"Mount",0.131,-0.143,0.179,0.074,0.124,0.000,28,W,0,,,,701960,453.76,0
2264,5802.527,"Mount",-0.172,-0.155,-0.089,0.214,0.000,0.214,0,,42,S,,,712331,461.24,0
2265,5804.961,"Mount",-0.013,0.004,-0.013,0.002,0.000,0.000,0,,0,,,,725742,456.96,0
2266,5807.283,"Mount",-0.136,-0.045,-0.104,0.099,0.000,0.000,0,,0,,,,712867,459.56,0
2267,5810.173,"Mount",-0.210,-0.064,-0.163,0.147,-0.102,0.000,23,E,0,,,,708192,459.50,0
2268,5812.501,"Mount",-0.079,0.033,-0.086,0.004,0.000,0.000,0,,0,,,,707426,409.75,0
2269,5814.958,"Mount",0.037,0.083,-0.003,-0.091,0.000,0.000,0,,0,,,,723203,435.61,0
2270,5817.509,"Mount",0.380,-0.141,0.404,-0.035,0.255,0.000,58,W,0,,,,731192,451.28,0
2271,5820.135,"Mount",0.693,-0.399,0.797,0.064,0.520,0.000,118,W,0,,,,697050,407.14,0
2272,5822.670,"Mount",0.639,0.010,0.573,-0.282,0.397,0.000,90,W,0,,,,711836,447.48,0
2273,5825.119,"Mount",-0.309,0.409,-0.454,-0.238,-0.258,0.000,59,E,0,,,,708561,422.64,0
